State,District,Most AQI Reached,Current AQI,Major Source of Pollution
Tamil Nadu,Madurai,294,76,Industrial Emissions
Tamil Nadu,Madurai (Area 1),257,176,Crop Burning
Tamil Nadu,Madurai (Area 2),195,32,Waste Burning
Tamil Nadu,Madurai (Area 3),115,111,Industrial Emissions
Tamil Nadu,Madurai (Area 4),134,70,Industrial Emissions
Tamil Nadu,Madurai (Area 5),166,136,Road Dust
Tamil Nadu,Madurai (Area 6),183,81,Vehicle
Tamil Nadu,Nagapattinam,296,35,Construction Dust
Tamil Nadu,Nagapattinam (Area 1),278,30,Industrial Emissions
Tamil Nadu,Nagapattinam (Area 2),233,181,Vehicle
Tamil Nadu,Nagapattinam (Area 3),251,178,Crop Burning
Tamil Nadu,Nagapattinam (Area 4),225,30,Waste Burning
Tamil Nadu,Nagapattinam (Area 5),291,81,Domestic Fuel
Tamil Nadu,Nagapattinam (Area 6),133,125,Waste Burning
Tamil Nadu,Namakkal,176,93,Industrial Emissions
Tamil Nadu,Namakkal (Area 1),247,140,Domestic Fuel
Tamil Nadu,Namakkal (Area 2),304,107,Crop Burning
Tamil Nadu,Namakkal (Area 3),191,89,Road Dust
Tamil Nadu,Namakkal (Area 4),316,148,Road Dust
Tamil Nadu,Namakkal (Area 5),283,117,Vehicle
Tamil Nadu,Namakkal (Area 6),208,179,Road Dust
Tamil Nadu,Nilgiris,131,52,Vehicle
Tamil Nadu,Nilgiris (Area 1),120,36,Waste Burning
Tamil Nadu,Nilgiris (Area 2),258,119,Waste Burning
Tamil Nadu,Nilgiris (Area 3),243,158,Vehicle
Tamil Nadu,Nilgiris (Area 4),243,148,Vehicle
Tamil Nadu,Nilgiris (Area 5),79,76,Domestic Fuel
Tamil Nadu,Nilgiris (Area 6),241,157,Road Dust
Tamil Nadu,Perambalur,142,45,Domestic Fuel
Tamil Nadu,Perambalur (Area 1),228,127,Construction Dust
Tamil Nadu,Perambalur (Area 2),208,112,Vehicle
Tamil Nadu,Perambalur (Area 3),292,97,Industrial Emissions
Tamil Nadu,Perambalur (Area 4),199,149,Road Dust
Tamil Nadu,Perambalur (Area 5),124,83,Vehicle
Tamil Nadu,Perambalur (Area 6),265,45,Domestic Fuel
Tamil Nadu,Pudukkottai,225,59,Waste Burning
Tamil Nadu,Pudukkottai (Area 1),208,152,Domestic Fuel
Tamil Nadu,Pudukkottai (Area 2),156,106,Domestic Fuel
Tamil Nadu,Pudukkottai (Area 3),184,49,Construction Dust
Tamil Nadu,Pudukkottai (Area 4),226,184,Crop Burning
Tamil Nadu,Pudukkottai (Area 5),240,53,Domestic Fuel
Tamil Nadu,Pudukkottai (Area 6),255,152,Construction Dust
Tamil Nadu,Ramanathapuram,295,124,Domestic Fuel
Tamil Nadu,Ramanathapuram (Area 1),230,165,Crop Burning
Tamil Nadu,Ramanathapuram (Area 2),223,142,Industrial Emissions
Tamil Nadu,Ramanathapuram (Area 3),240,48,Construction Dust
Tamil Nadu,Ramanathapuram (Area 4),319,107,Industrial Emissions
Tamil Nadu,Ramanathapuram (Area 5),299,59,Crop Burning
Tamil Nadu,Ramanathapuram (Area 6),90,40,Crop Burning
Tamil Nadu,Salem,302,73,Vehicle
Tamil Nadu,Salem (Area 1),195,183,Crop Burning
Tamil Nadu,Salem (Area 2),307,166,Road Dust
Tamil Nadu,Salem (Area 3),171,140,Vehicle
Tamil Nadu,Salem (Area 4),274,179,Construction Dust
Tamil Nadu,Salem (Area 5),67,30,Construction Dust
Tamil Nadu,Salem (Area 6),124,63,Waste Burning
Tamil Nadu,Sivaganga,214,190,Construction Dust
Tamil Nadu,Sivaganga (Area 1),193,187,Domestic Fuel
Tamil Nadu,Sivaganga (Area 2),203,185,Construction Dust
Tamil Nadu,Sivaganga (Area 3),274,51,Domestic Fuel
Tamil Nadu,Sivaganga (Area 4),289,63,Crop Burning
Tamil Nadu,Sivaganga (Area 5),267,112,Crop Burning
Tamil Nadu,Sivaganga (Area 6),293,170,Road Dust
Tamil Nadu,Thanjavur,305,110,Construction Dust
Tamil Nadu,Thanjavur (Area 1),234,81,Construction Dust
Tamil Nadu,Thanjavur (Area 2),232,85,Waste Burning
Tamil Nadu,Thanjavur (Area 3),230,179,Crop Burning
Tamil Nadu,Thanjavur (Area 4),277,163,Domestic Fuel
Tamil Nadu,Thanjavur (Area 5),228,33,Road Dust
Tamil Nadu,Thanjavur (Area 6),230,102,Road Dust
Tamil Nadu,Theni,68,36,Industrial Emissions
Tamil Nadu,Theni (Area 1),200,106,Industrial Emissions
Tamil Nadu,Theni (Area 2),291,133,Industrial Emissions
Tamil Nadu,Theni (Area 3),123,33,Domestic Fuel
Tamil Nadu,Theni (Area 4),283,127,Construction Dust
Tamil Nadu,Theni (Area 5),81,75,Construction Dust
Tamil Nadu,Theni (Area 6),318,128,Construction Dust
Tamil Nadu,Thoothukudi (Tuticorin),233,60,Crop Burning
Tamil Nadu,Thoothukudi (Tuticorin) (Area 1),280,130,Waste Burning
Tamil Nadu,Thoothukudi (Tuticorin) (Area 2),166,137,Waste Burning
Tamil Nadu,Thoothukudi (Tuticorin) (Area 3),103,67,Construction Dust
Tamil Nadu,Thoothukudi (Tuticorin) (Area 4),160,80,Industrial Emissions
Tamil Nadu,Thoothukudi (Tuticorin) (Area 5),259,144,Road Dust
Tamil Nadu,Thoothukudi (Tuticorin) (Area 6),287,158,Waste Burning
Tamil Nadu,Tiruchirappalli,92,70,Waste Burning
Tamil Nadu,Tiruchirappalli (Area 1),228,75,Construction Dust
Tamil Nadu,Tiruchirappalli (Area 2),268,140,Construction Dust
Tamil Nadu,Tiruchirappalli (Area 3),165,152,Vehicle
Tamil Nadu,Tiruchirappalli (Area 4),279,47,Industrial Emissions
Tamil Nadu,Tiruchirappalli (Area 5),86,74,Crop Burning
Tamil Nadu,Tiruchirappalli (Area 6),279,161,Construction Dust
Tamil Nadu,Tirunelveli,104,56,Road Dust
Tamil Nadu,Tirunelveli (Area 1),247,142,Industrial Emissions
Tamil Nadu,Tirunelveli (Area 2),279,120,Domestic Fuel
Tamil Nadu,Tirunelveli (Area 3),319,160,Industrial Emissions
Tamil Nadu,Tirunelveli (Area 4),223,179,Crop Burning
Tamil Nadu,Tirunelveli (Area 5),226,146,Industrial Emissions
Tamil Nadu,Tirunelveli (Area 6),208,66,Road Dust
Tamil Nadu,Tiruppur,228,189,Crop Burning
Tamil Nadu,Tiruppur (Area 1),258,175,Construction Dust
Tamil Nadu,Tiruppur (Area 2),92,71,Vehicle
Tamil Nadu,Tiruppur (Area 3),269,45,Crop Burning
Tamil Nadu,Tiruppur (Area 4),295,116,Vehicle
Tamil Nadu,Tiruppur (Area 5),225,138,Crop Burning
Tamil Nadu,Tiruppur (Area 6),297,70,Waste Burning
Tamil Nadu,Tiruvallur,148,63,Waste Burning
Tamil Nadu,Tiruvallur (Area 1),172,161,Road Dust
Tamil Nadu,Tiruvallur (Area 2),154,73,Road Dust
Tamil Nadu,Tiruvallur (Area 3),277,146,Crop Burning
Tamil Nadu,Tiruvallur (Area 4),289,169,Waste Burning
Tamil Nadu,Tiruvallur (Area 5),307,188,Crop Burning
Tamil Nadu,Tiruvallur (Area 6),184,141,Road Dust
Tamil Nadu,Tiruvannamalai,252,36,Vehicle
Tamil Nadu,Tiruvannamalai (Area 1),256,92,Waste Burning
Tamil Nadu,Tiruvannamalai (Area 2),261,168,Crop Burning
Tamil Nadu,Tiruvannamalai (Area 3),107,92,Domestic Fuel
Tamil Nadu,Tiruvannamalai (Area 4),280,83,Road Dust
Tamil Nadu,Tiruvannamalai (Area 5),163,103,Road Dust
Tamil Nadu,Tiruvannamalai (Area 6),160,83,Crop Burning
Tamil Nadu,Tiruvarur,307,79,Waste Burning
Tamil Nadu,Tiruvarur (Area 1),170,56,Road Dust
Tamil Nadu,Tiruvarur (Area 2),286,113,Waste Burning
Tamil Nadu,Tiruvarur (Area 3),194,115,Road Dust
Tamil Nadu,Tiruvarur (Area 4),282,36,Waste Burning
Tamil Nadu,Tiruvarur (Area 5),258,89,Construction Dust
Tamil Nadu,Tiruvarur (Area 6),288,107,Road Dust
Tamil Nadu,Vellore,194,139,Domestic Fuel
Tamil Nadu,Vellore (Area 1),101,57,Industrial Emissions
Tamil Nadu,Vellore (Area 2),133,128,Road Dust
Tamil Nadu,Vellore (Area 3),213,148,Construction Dust
Tamil Nadu,Vellore (Area 4),82,56,Vehicle
Tamil Nadu,Vellore (Area 5),168,56,Construction Dust
Tamil Nadu,Vellore (Area 6),240,173,Waste Burning
Tamil Nadu,Viluppuram,291,84,Construction Dust
Tamil Nadu,Viluppuram (Area 1),215,95,Road Dust
Tamil Nadu,Viluppuram (Area 2),178,75,Industrial Emissions
Tamil Nadu,Viluppuram (Area 3),288,146,Road Dust
Tamil Nadu,Viluppuram (Area 4),226,143,Vehicle
Tamil Nadu,Viluppuram (Area 5),201,116,Domestic Fuel
Tamil Nadu,Viluppuram (Area 6),274,64,Domestic Fuel
Tamil Nadu,Virudhunagar,116,101,Vehicle
Tamil Nadu,Virudhunagar (Area 1),208,171,Vehicle
Tamil Nadu,Virudhunagar (Area 2),102,39,Vehicle
Tamil Nadu,Virudhunagar (Area 3),295,69,Vehicle
Tamil Nadu,Virudhunagar (Area 4),108,88,Road Dust
Tamil Nadu,Virudhunagar (Area 5),239,129,Construction Dust
Tamil Nadu,Virudhunagar (Area 6),158,80,Construction Dust
Telangana,Adilabad,107,54,Road Dust
Telangana,Adilabad (Area 1),291,150,Domestic Fuel
Telangana,Adilabad (Area 2),151,73,Industrial Emissions
Telangana,Adilabad (Area 3),256,90,Road Dust
Telangana,Adilabad (Area 4),75,63,Vehicle
Telangana,Adilabad (Area 5),125,119,Vehicle
Telangana,Adilabad (Area 6),205,161,Industrial Emissions
Telangana,Bhadradri Kothagudem,139,65,Construction Dust
Telangana,Bhadradri Kothagudem (Area 1),128,116,Road Dust
Telangana,Bhadradri Kothagudem (Area 2),136,119,Waste Burning
Telangana,Bhadradri Kothagudem (Area 3),219,190,Domestic Fuel
Telangana,Bhadradri Kothagudem (Area 4),173,51,Waste Burning
Telangana,Bhadradri Kothagudem (Area 5),101,85,Domestic Fuel
Telangana,Bhadradri Kothagudem (Area 6),306,96,Construction Dust
Telangana,Hyderabad,318,30,Domestic Fuel
Telangana,Hyderabad (Area 1),182,121,Industrial Emissions
Telangana,Hyderabad (Area 2),100,33,Construction Dust
Telangana,Hyderabad (Area 3),139,81,Vehicle
Telangana,Hyderabad (Area 4),281,143,Vehicle
Telangana,Hyderabad (Area 5),305,101,Vehicle
Telangana,Hyderabad (Area 6),268,40,Crop Burning
Telangana,Jagtial,222,123,Crop Burning
Telangana,Jagtial (Area 1),312,135,Industrial Emissions
Telangana,Jagtial (Area 2),192,185,Road Dust
Telangana,Jagtial (Area 3),264,168,Construction Dust
Telangana,Jagtial (Area 4),232,116,Road Dust
Telangana,Jagtial (Area 5),294,82,Vehicle
Telangana,Jagtial (Area 6),112,37,Construction Dust
Telangana,Jangaon,212,64,Domestic Fuel
Telangana,Jangaon (Area 1),181,45,Construction Dust
Telangana,Jangaon (Area 2),64,62,Waste Burning
Telangana,Jangaon (Area 3),175,37,Industrial Emissions
Telangana,Jangaon (Area 4),286,168,Crop Burning
Telangana,Jangaon (Area 5),178,124,Waste Burning
Telangana,Jangaon (Area 6),179,173,Road Dust
Telangana,Jayashankar Bhoopalpally,238,101,Industrial Emissions
Telangana,Jayashankar Bhoopalpally (Area 1),187,175,Construction Dust
Telangana,Jayashankar Bhoopalpally (Area 2),163,101,Waste Burning
Telangana,Jayashankar Bhoopalpally (Area 3),281,189,Industrial Emissions
Telangana,Jayashankar Bhoopalpally (Area 4),217,64,Waste Burning
Telangana,Jayashankar Bhoopalpally (Area 5),283,161,Waste Burning
Telangana,Jayashankar Bhoopalpally (Area 6),138,113,Waste Burning
Telangana,Jogulamba Gadwal,197,96,Waste Burning
Telangana,Jogulamba Gadwal (Area 1),319,135,Vehicle
Telangana,Jogulamba Gadwal (Area 2),184,150,Industrial Emissions
Telangana,Jogulamba Gadwal (Area 3),160,56,Vehicle
Telangana,Jogulamba Gadwal (Area 4),298,82,Crop Burning
Telangana,Jogulamba Gadwal (Area 5),222,31,Industrial Emissions
Telangana,Jogulamba Gadwal (Area 6),244,148,Industrial Emissions
Telangana,Kamareddy,250,49,Waste Burning
Telangana,Kamareddy (Area 1),280,108,Industrial Emissions
Telangana,Kamareddy (Area 2),299,144,Crop Burning
Telangana,Kamareddy (Area 3),152,103,Industrial Emissions
Telangana,Kamareddy (Area 4),263,178,Crop Burning
Telangana,Kamareddy (Area 5),232,63,Road Dust
Telangana,Kamareddy (Area 6),189,128,Vehicle
Telangana,Karimnagar,299,117,Industrial Emissions
Telangana,Karimnagar (Area 1),200,136,Vehicle
Telangana,Karimnagar (Area 2),208,137,Road Dust
Telangana,Karimnagar (Area 3),186,181,Waste Burning
Telangana,Karimnagar (Area 4),308,109,Road Dust
Telangana,Karimnagar (Area 5),271,127,Crop Burning
Telangana,Karimnagar (Area 6),230,78,Construction Dust
Telangana,Khammam,92,31,Vehicle
Telangana,Khammam (Area 1),318,139,Industrial Emissions
Telangana,Khammam (Area 2),268,80,Vehicle
Telangana,Khammam (Area 3),290,186,Construction Dust
Telangana,Khammam (Area 4),224,94,Road Dust
Telangana,Khammam (Area 5),232,107,Vehicle
Telangana,Khammam (Area 6),205,88,Road Dust
Telangana,Komaram Bheem Asifabad,163,160,Industrial Emissions
Telangana,Komaram Bheem Asifabad (Area 1),149,88,Industrial Emissions
Telangana,Komaram Bheem Asifabad (Area 2),197,130,Waste Burning
Telangana,Komaram Bheem Asifabad (Area 3),205,55,Road Dust
Telangana,Komaram Bheem Asifabad (Area 4),206,113,Road Dust
Telangana,Komaram Bheem Asifabad (Area 5),163,124,Crop Burning
Telangana,Komaram Bheem Asifabad (Area 6),143,132,Domestic Fuel
Telangana,Mahabubabad,240,99,Construction Dust
Telangana,Mahabubabad (Area 1),235,121,Industrial Emissions
Telangana,Mahabubabad (Area 2),121,92,Construction Dust
Telangana,Mahabubabad (Area 3),277,77,Domestic Fuel
Telangana,Mahabubabad (Area 4),287,186,Waste Burning
Telangana,Mahabubabad (Area 5),244,167,Crop Burning
Telangana,Mahabubabad (Area 6),272,37,Domestic Fuel
Telangana,Mahabubnagar,195,178,Crop Burning
Telangana,Mahabubnagar (Area 1),257,126,Waste Burning
Telangana,Mahabubnagar (Area 2),314,42,Domestic Fuel
Telangana,Mahabubnagar (Area 3),312,89,Industrial Emissions
Telangana,Mahabubnagar (Area 4),123,117,Crop Burning
Telangana,Mahabubnagar (Area 5),154,85,Construction Dust
Telangana,Mahabubnagar (Area 6),274,42,Crop Burning
Telangana,Mancherial,255,55,Vehicle
Telangana,Mancherial (Area 1),217,174,Road Dust
Telangana,Mancherial (Area 2),208,73,Construction Dust
Telangana,Mancherial (Area 3),94,38,Crop Burning
Telangana,Mancherial (Area 4),224,110,Domestic Fuel
Telangana,Mancherial (Area 5),123,123,Industrial Emissions
Telangana,Mancherial (Area 6),123,72,Waste Burning
Telangana,Medak,198,168,Construction Dust
Telangana,Medak (Area 1),272,85,Waste Burning
Telangana,Medak (Area 2),136,131,Crop Burning
Telangana,Medak (Area 3),142,86,Construction Dust
Telangana,Medak (Area 4),205,177,Vehicle
Telangana,Medak (Area 5),224,179,Waste Burning
Telangana,Medak (Area 6),50,32,Waste Burning
Telangana,Medchal,196,119,Waste Burning
Telangana,Medchal (Area 1),146,59,Road Dust
Telangana,Medchal (Area 2),274,61,Road Dust
Telangana,Medchal (Area 3),169,136,Domestic Fuel
Telangana,Medchal (Area 4),285,106,Crop Burning
Telangana,Medchal (Area 5),175,76,Industrial Emissions
Telangana,Medchal (Area 6),214,147,Crop Burning
Telangana,Nagarkurnool,138,107,Vehicle
Telangana,Nagarkurnool (Area 1),303,70,Waste Burning
Telangana,Nagarkurnool (Area 2),319,164,Waste Burning
Telangana,Nagarkurnool (Area 3),243,178,Vehicle
Telangana,Nagarkurnool (Area 4),143,86,Construction Dust
Telangana,Nagarkurnool (Area 5),241,120,Road Dust
Telangana,Nagarkurnool (Area 6),202,153,Construction Dust
Telangana,Nalgonda,177,168,Road Dust
Telangana,Nalgonda (Area 1),202,176,Domestic Fuel
Telangana,Nalgonda (Area 2),313,56,Construction Dust
Telangana,Nalgonda (Area 3),226,109,Construction Dust
Telangana,Nalgonda (Area 4),194,147,Crop Burning
Telangana,Nalgonda (Area 5),223,78,Industrial Emissions
Telangana,Nalgonda (Area 6),290,174,Vehicle
Telangana,Nirmal,257,171,Vehicle
Telangana,Nirmal (Area 1),185,135,Industrial Emissions
Telangana,Nirmal (Area 2),220,184,Road Dust
Telangana,Nirmal (Area 3),113,35,Domestic Fuel
Telangana,Nirmal (Area 4),211,91,Road Dust
Telangana,Nirmal (Area 5),234,64,Domestic Fuel
Telangana,Nirmal (Area 6),233,67,Vehicle
Telangana,Nizamabad,171,54,Road Dust
Telangana,Nizamabad (Area 1),64,46,Waste Burning
Telangana,Nizamabad (Area 2),204,185,Crop Burning
Telangana,Nizamabad (Area 3),234,81,Construction Dust
Telangana,Nizamabad (Area 4),212,163,Road Dust
Telangana,Nizamabad (Area 5),219,70,Vehicle
Telangana,Nizamabad (Area 6),235,93,Construction Dust
Telangana,Peddapalli,287,148,Domestic Fuel
Telangana,Peddapalli (Area 1),122,41,Construction Dust
Telangana,Peddapalli (Area 2),106,64,Road Dust
Telangana,Peddapalli (Area 3),300,123,Domestic Fuel
Telangana,Peddapalli (Area 4),244,71,Domestic Fuel
Telangana,Peddapalli (Area 5),187,45,Industrial Emissions
Telangana,Peddapalli (Area 6),311,127,Vehicle
Telangana,Rajanna Sircilla,227,141,Crop Burning
Telangana,Rajanna Sircilla (Area 1),223,110,Vehicle
Telangana,Rajanna Sircilla (Area 2),293,88,Construction Dust
Telangana,Rajanna Sircilla (Area 3),225,109,Waste Burning
Telangana,Rajanna Sircilla (Area 4),127,31,Road Dust
Telangana,Rajanna Sircilla (Area 5),289,71,Domestic Fuel
Telangana,Rajanna Sircilla (Area 6),302,179,Construction Dust
Telangana,Rangareddy,190,116,Crop Burning
Telangana,Rangareddy (Area 1),263,161,Construction Dust
Telangana,Rangareddy (Area 2),289,126,Vehicle
Telangana,Rangareddy (Area 3),120,97,Waste Burning
Telangana,Rangareddy (Area 4),93,80,Industrial Emissions
Telangana,Rangareddy (Area 5),283,189,Waste Burning
Telangana,Rangareddy (Area 6),280,97,Industrial Emissions
Telangana,Sangareddy,218,187,Industrial Emissions
Telangana,Sangareddy (Area 1),169,92,Crop Burning
Telangana,Sangareddy (Area 2),202,86,Construction Dust
Telangana,Sangareddy (Area 3),269,67,Road Dust
Telangana,Sangareddy (Area 4),253,90,Domestic Fuel
Telangana,Sangareddy (Area 5),313,178,Vehicle
Telangana,Sangareddy (Area 6),295,169,Road Dust
Telangana,Siddipet,260,55,Crop Burning
Telangana,Siddipet (Area 1),163,113,Waste Burning
Telangana,Siddipet (Area 2),288,115,Crop Burning
Telangana,Siddipet (Area 3),250,162,Vehicle
Telangana,Siddipet (Area 4),299,119,Waste Burning
Telangana,Siddipet (Area 5),156,125,Construction Dust
Telangana,Siddipet (Area 6),99,47,Vehicle
Telangana,Suryapet,203,176,Waste Burning
Telangana,Suryapet (Area 1),237,72,Vehicle
Telangana,Suryapet (Area 2),133,79,Vehicle
Telangana,Suryapet (Area 3),311,62,Vehicle
Telangana,Suryapet (Area 4),209,86,Vehicle
Telangana,Suryapet (Area 5),204,162,Crop Burning
Telangana,Suryapet (Area 6),286,173,Vehicle
Telangana,Vikarabad,311,148,Crop Burning
Telangana,Vikarabad (Area 1),251,181,Domestic Fuel
Telangana,Vikarabad (Area 2),310,169,Road Dust
Telangana,Vikarabad (Area 3),177,133,Domestic Fuel
Telangana,Vikarabad (Area 4),122,80,Road Dust
Telangana,Vikarabad (Area 5),320,56,Waste Burning
Telangana,Vikarabad (Area 6),204,186,Road Dust
Telangana,Wanaparthy,276,120,Vehicle
Telangana,Wanaparthy (Area 1),226,104,Vehicle
Telangana,Wanaparthy (Area 2),144,116,Waste Burning
Telangana,Wanaparthy (Area 3),282,179,Crop Burning
Telangana,Wanaparthy (Area 4),245,49,Waste Burning
Telangana,Wanaparthy (Area 5),101,99,Industrial Emissions
Telangana,Wanaparthy (Area 6),289,154,Construction Dust
Telangana,Warangal (Rural),168,131,Industrial Emissions
Telangana,Warangal (Rural) (Area 1),236,162,Waste Burning
Telangana,Warangal (Rural) (Area 2),149,119,Domestic Fuel
Telangana,Warangal (Rural) (Area 3),253,67,Construction Dust
Telangana,Warangal (Rural) (Area 4),223,95,Waste Burning
Telangana,Warangal (Rural) (Area 5),106,84,Industrial Emissions
Telangana,Warangal (Rural) (Area 6),147,103,Construction Dust
Telangana,Warangal (Urban),56,52,Waste Burning
Telangana,Warangal (Urban) (Area 1),211,145,Crop Burning
Telangana,Warangal (Urban) (Area 2),242,142,Vehicle
Telangana,Warangal (Urban) (Area 3),253,34,Waste Burning
Telangana,Warangal (Urban) (Area 4),222,173,Industrial Emissions
Telangana,Warangal (Urban) (Area 5),316,90,Road Dust
Telangana,Warangal (Urban) (Area 6),312,163,Waste Burning
Telangana,Yadadri Bhuvanagiri,200,117,Industrial Emissions
Telangana,Yadadri Bhuvanagiri (Area 1),276,127,Construction Dust
Telangana,Yadadri Bhuvanagiri (Area 2),220,123,Road Dust
Telangana,Yadadri Bhuvanagiri (Area 3),219,143,Waste Burning
Telangana,Yadadri Bhuvanagiri (Area 4),150,32,Construction Dust
Telangana,Yadadri Bhuvanagiri (Area 5),276,110,Construction Dust
Telangana,Yadadri Bhuvanagiri (Area 6),129,62,Waste Burning
Tripura,Dhalai,136,121,Domestic Fuel
Tripura,Dhalai (Area 1),183,110,Road Dust
Tripura,Dhalai (Area 2),208,108,Road Dust
Tripura,Dhalai (Area 3),267,132,Industrial Emissions
Tripura,Dhalai (Area 4),268,186,Crop Burning
Tripura,Dhalai (Area 5),289,133,Waste Burning
Tripura,Dhalai (Area 6),125,52,Road Dust
Tripura,Gomati,160,130,Domestic Fuel
Tripura,Gomati (Area 1),224,117,Domestic Fuel
Tripura,Gomati (Area 2),136,70,Construction Dust
Tripura,Gomati (Area 3),260,49,Domestic Fuel
Tripura,Gomati (Area 4),213,46,Domestic Fuel
Tripura,Gomati (Area 5),84,49,Industrial Emissions
Tripura,Gomati (Area 6),140,47,Industrial Emissions
Tripura,Khowai,175,70,Road Dust
Tripura,Khowai (Area 1),185,61,Construction Dust
Tripura,Khowai (Area 2),112,38,Industrial Emissions
Tripura,Khowai (Area 3),255,79,Crop Burning
Tripura,Khowai (Area 4),313,87,Domestic Fuel
Tripura,Khowai (Area 5),257,186,Domestic Fuel
Tripura,Khowai (Area 6),202,168,Waste Burning
Tripura,North Tripura,74,39,Industrial Emissions
Tripura,North Tripura (Area 1),130,102,Construction Dust
Tripura,North Tripura (Area 2),230,92,Industrial Emissions
Tripura,North Tripura (Area 3),200,129,Construction Dust
Tripura,North Tripura (Area 4),225,123,Construction Dust
Tripura,North Tripura (Area 5),163,140,Road Dust
Tripura,North Tripura (Area 6),305,109,Road Dust
Tripura,Sepahijala,189,72,Construction Dust
Tripura,Sepahijala (Area 1),187,102,Domestic Fuel
Tripura,Sepahijala (Area 2),183,155,Vehicle
Tripura,Sepahijala (Area 3),198,185,Vehicle
Tripura,Sepahijala (Area 4),158,114,Crop Burning
Tripura,Sepahijala (Area 5),231,155,Road Dust
Tripura,Sepahijala (Area 6),175,169,Industrial Emissions
Tripura,South Tripura,129,101,Crop Burning
Tripura,South Tripura (Area 1),200,186,Road Dust
Tripura,South Tripura (Area 2),211,136,Road Dust
Tripura,South Tripura (Area 3),303,50,Waste Burning
Tripura,South Tripura (Area 4),159,108,Waste Burning
Tripura,South Tripura (Area 5),221,158,Construction Dust
Tripura,South Tripura (Area 6),102,56,Waste Burning
Tripura,Unakoti,58,40,Waste Burning
Tripura,Unakoti (Area 1),297,32,Crop Burning
Tripura,Unakoti (Area 2),162,64,Crop Burning
Tripura,Unakoti (Area 3),267,151,Domestic Fuel
Tripura,Unakoti (Area 4),220,88,Waste Burning
Tripura,Unakoti (Area 5),164,111,Vehicle
Tripura,Unakoti (Area 6),281,133,Road Dust
Tripura,West Tripura,290,62,Vehicle
Tripura,West Tripura (Area 1),191,190,Industrial Emissions
Tripura,West Tripura (Area 2),58,44,Domestic Fuel
Tripura,West Tripura (Area 3),231,37,Vehicle
Tripura,West Tripura (Area 4),149,116,Waste Burning
Tripura,West Tripura (Area 5),316,178,Construction Dust
Tripura,West Tripura (Area 6),308,164,Road Dust
Uttarakhand,Almora,217,178,Crop Burning
Uttarakhand,Almora (Area 1),148,128,Vehicle
Uttarakhand,Almora (Area 2),146,34,Crop Burning
Uttarakhand,Almora (Area 3),287,176,Construction Dust
Uttarakhand,Almora (Area 4),312,128,Construction Dust
Uttarakhand,Almora (Area 5),231,165,Industrial Emissions
Uttarakhand,Almora (Area 6),297,46,Domestic Fuel
Uttarakhand,Bageshwar,181,125,Waste Burning
Uttarakhand,Bageshwar (Area 1),131,107,Waste Burning
Uttarakhand,Bageshwar (Area 2),281,125,Waste Burning
Uttarakhand,Bageshwar (Area 3),183,94,Road Dust
Uttarakhand,Bageshwar (Area 4),240,65,Vehicle
Uttarakhand,Bageshwar (Area 5),258,177,Domestic Fuel
Uttarakhand,Bageshwar (Area 6),100,93,Industrial Emissions
Uttarakhand,Chamoli,187,169,Industrial Emissions
Uttarakhand,Chamoli (Area 1),253,34,Industrial Emissions
Uttarakhand,Chamoli (Area 2),225,143,Vehicle
Uttarakhand,Chamoli (Area 3),270,112,Construction Dust
Uttarakhand,Chamoli (Area 4),205,96,Domestic Fuel
Uttarakhand,Chamoli (Area 5),198,145,Construction Dust
Uttarakhand,Chamoli (Area 6),267,160,Vehicle
Uttarakhand,Champawat,213,43,Domestic Fuel
Uttarakhand,Champawat (Area 1),307,125,Road Dust
Uttarakhand,Champawat (Area 2),235,153,Vehicle
Uttarakhand,Champawat (Area 3),142,54,Industrial Emissions
Uttarakhand,Champawat (Area 4),214,81,Industrial Emissions
Uttarakhand,Champawat (Area 5),235,115,Road Dust
Uttarakhand,Champawat (Area 6),215,56,Domestic Fuel
Uttarakhand,Dehradun,139,130,Industrial Emissions
Uttarakhand,Dehradun (Area 1),315,124,Crop Burning
Uttarakhand,Dehradun (Area 2),70,58,Crop Burning
Uttarakhand,Dehradun (Area 3),178,31,Industrial Emissions
Uttarakhand,Dehradun (Area 4),293,156,Waste Burning
Uttarakhand,Dehradun (Area 5),290,81,Crop Burning
Uttarakhand,Dehradun (Area 6),170,118,Construction Dust
Uttarakhand,Haridwar,188,148,Vehicle
Uttarakhand,Haridwar (Area 1),180,45,Construction Dust
Uttarakhand,Haridwar (Area 2),278,175,Crop Burning
Uttarakhand,Haridwar (Area 3),284,90,Waste Burning
Uttarakhand,Haridwar (Area 4),268,126,Road Dust
Uttarakhand,Haridwar (Area 5),291,158,Waste Burning
Uttarakhand,Haridwar (Area 6),177,152,Road Dust
Uttarakhand,Nainital,132,66,Industrial Emissions
Uttarakhand,Nainital (Area 1),298,40,Crop Burning
Uttarakhand,Nainital (Area 2),255,127,Vehicle
Uttarakhand,Nainital (Area 3),163,144,Construction Dust
Uttarakhand,Nainital (Area 4),283,98,Crop Burning
Uttarakhand,Nainital (Area 5),276,183,Waste Burning
Uttarakhand,Nainital (Area 6),232,129,Domestic Fuel
Uttarakhand,Pauri Garhwal,253,148,Crop Burning
Uttarakhand,Pauri Garhwal (Area 1),198,135,Vehicle
Uttarakhand,Pauri Garhwal (Area 2),300,33,Crop Burning
Uttarakhand,Pauri Garhwal (Area 3),232,57,Waste Burning
